parent_rank,kid_rank,cell,theta_g,SE_theta_g,theta_g_d,LS_g,N_g,N_g_LS_g
0.60803086,0.6136759,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.4722745,0.498961,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.17284203,0.43782037,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.53520364,0.7075544,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.5028663,0.41925025,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.11232298,0.28270352,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.43816578,0.34827137,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.599914,0.59014636,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.65804017,0.48228076,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.8251466,0.70254225,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.731176,0.74868244,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.37448072,0.42562813,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.38359448,0.4252891,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.7301363,0.64259803,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.09760406,0.19435425,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.17338027,0.35685465,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.36561358,0.34887996,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.44921225,0.4535753,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.9541822,0.84665996,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.71877825,0.71475077,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.2935814,0.3723653,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.82958394,0.6323043,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.6014157,0.5684714,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
0.58318436,0.52820796,1.0,0.36301573262031284,0.029973271994377677,0.21525283753479765,0.14776289508551518,65,9.604588180558487
